"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          53,      -3.258474755,    -0.07057481086,      -0.275778227,      0.3436319895,       4.015678102
          0,           0,          54,      -3.259828503,    -0.08743622165,     -0.2776925056,      0.3394983298,        4.01237506
          0,           0,          55,      -3.261161154,     -0.1045134787,     -0.2799890058,      0.3356988264,       4.009744415
          0,           0,          56,      -3.262106227,     -0.1211494715,     -0.2830745754,      0.3322492993,       4.007332555
          0,           0,          57,      -3.263184089,     -0.1369748655,     -0.2845915468,      0.3290700871,       4.005361837
          0,           0,          58,      -3.264939482,     -0.1517503738,     -0.2830383212,      0.3262306262,       4.004091575
          0,           0,          59,      -3.267313005,     -0.1652269257,     -0.2794377421,      0.3236762458,       4.005761352
          0,           0,          60,      -3.269832678,     -0.1770957048,     -0.2756938125,      0.3214060413,        4.00678455
          0,           0,          61,      -3.272226747,     -0.1869678139,       -0.27228279,      0.3194498498,       4.006842481
          0,           0,          62,      -3.274717381,     -0.1947192563,     -0.2682700344,      0.3177669056,       4.005969717
          0,           0,          63,      -3.277655624,     -0.2001651475,     -0.2628880194,      0.3162666903,       4.005839351
          0,           0,          64,       -3.28118622,     -0.2030592407,     -0.2563786785,      0.3150104789,       4.005155137
          0,           0,          65,      -3.285194169,     -0.2031887973,     -0.2495690848,      0.3139425269,         4.0031959
          0,           0,          66,      -3.289494308,     -0.2005879982,     -0.2430996827,      0.3130462456,       4.001390357
          0,           0,          67,      -3.294020496,     -0.1955050468,     -0.2370201467,      0.3123336018,       3.999895707
          0,           0,          68,       -3.29890318,     -0.1883259577,     -0.2310043651,      0.3117952606,       3.998558106
          0,           0,          69,      -3.304337629,      -0.179437914,     -0.2248292175,      0.3113480632,       3.997543494
          0,           0,          70,      -3.310431088,     -0.1691879635,     -0.2186159186,      0.3110973176,       3.996749588
          0,           0,          71,      -3.317179408,     -0.1580036112,     -0.2126445774,      0.3110108955,       3.994712305
          0,           0,          72,      -3.324534217,     -0.1462540006,      -0.207144329,       0.311014444,       3.992828222
          0,           0,          73,      -3.332461015,     -0.1343413518,     -0.2021915707,       0.311148241,       3.990846881
          0,           0,          74,      -3.340983296,     -0.1226135465,     -0.1977368718,      0.3112915032,       3.988886513
          0,           0,          75,      -3.350185136,     -0.1112954351,     -0.1936767443,      0.3115216316,       3.986878727
          0,           0,          76,      -3.360194983,     -0.1004716284,     -0.1899229309,      0.3118956949,       3.984707539
          0,           0,          77,      -3.371041535,    -0.09035114747,     -0.1865451032,      0.3124071546,       3.981836808
          0,           0,          78,      -3.382740767,    -0.08102980548,     -0.1836035425,      0.3129698685,       3.979201744
          0,           0,          79,      -3.395283044,    -0.07261033482,     -0.1811366292,      0.3136080398,       3.976378654
          0,           0,          80,      -3.408651588,    -0.06516851877,     -0.1791626329,      0.3143595136,       3.973569298
          0,           0,          81,      -3.422856128,    -0.05873126707,     -0.1776608445,      0.3152737443,       3.971016963
          0,           0,          82,       -3.43789742,    -0.05333372565,     -0.1766177955,      0.3162864631,       3.968147178
          0,           0,          83,      -3.453782231,    -0.04899595274,      -0.176007731,       0.317420006,       3.965048799
          0,           0,          84,      -3.470517744,    -0.04569751474,     -0.1758172582,       0.318736918,       3.961984142
          0,           0,          85,      -3.488082831,    -0.04341895848,     -0.1760420655,      0.3200389525,       3.958489879
          0,           0,          86,      -3.506413349,    -0.04213974073,      -0.176683925,      0.3213574333,       3.954465097
          0,           0,          87,      -3.525397503,    -0.04184541989,     -0.1777432807,      0.3227782951,       3.950305345
          0,           0,          88,      -3.544877766,    -0.04251221936,     -0.1792179393,      0.3242922105,       3.945849669
          0,           0,          89,      -3.564648386,     -0.0441255327,     -0.1810977166,       0.325968154,       3.940999431
          0,           0,          90,      -3.584449921,     -0.0466572877,     -0.1833754763,      0.3277399293,       3.935687469
          0,           0,          91,      -3.603959689,    -0.05007905726,     -0.1860430783,      0.3294799578,       3.930274284
          0,           0,          92,      -3.622782422,    -0.05435272535,     -0.1890841139,      0.3313128396,       3.924628161
          0,           0,          93,      -3.640442838,    -0.05943224468,     -0.1924793837,      0.3332254327,       3.918507297
          0,           0,          94,      -3.656388079,    -0.06527580304,     -0.1962178355,      0.3351393099,       3.912214959
          0,           0,          95,      -3.670005271,    -0.07184641427,     -0.2002918309,      0.3371348876,       3.905533872
          0,           0,          96,      -3.680676752,     -0.0790994613,     -0.2047000678,      0.3392666787,       3.898800101
          0,           0,          97,      -3.687861369,    -0.08699553163,     -0.2094368921,      0.3413984904,       3.892039586
          0,           0,          98,      -3.691183727,    -0.09549816755,     -0.2144911011,      0.3435606814,       3.885348929
          0,           0,          99,       -3.69049736,     -0.1045688705,     -0.2198525578,      0.3456603474,        3.87840624
          0,           0,         100,      -3.685905327,     -0.1141661988,     -0.2255128782,      0.3478569749,       3.871324946
          0,           0,         101,       -3.67773833,     -0.1242429731,     -0.2314639278,      0.3500010985,       3.864189793
          0,           0,         102,      -3.666490688,     -0.1347512658,     -0.2376936262,      0.3521645226,       3.857025433
          0,           0,         103,      -3.652748591,     -0.1456316736,     -0.2441840882,      0.3544089446,       3.849827591
          0,           0,         104,       -3.63711118,     -0.1568212379,     -0.2509192525,      0.3565830429,       3.842340403
          0,           0,         105,      -3.620125104,     -0.1682648587,     -0.2579072049,      0.3587055247,       3.834788728
          0,           0,         106,      -3.602281848,     -0.1799155833,     -0.2651370023,      0.3609218313,        3.82751991
          0,           0,         107,      -3.584007558,     -0.1917167918,     -0.2725776285,      0.3630920698,       3.821757046
          0,           0,         108,      -3.565641059,     -0.2036069451,     -0.2802263523,        0.36517769,       3.817523855
          0,           0,         109,      -3.547439173,     -0.2155418869,     -0.2880997416,      0.3672681371,       3.812334509
          0,           0,         110,      -3.529599717,     -0.2274618012,     -0.2961886591,      0.3692606175,       3.805783345
          0,           0,         111,      -3.512264519,     -0.2393074182,     -0.3044787528,       0.371271504,       3.798058156
          0,           0,         112,      -3.495579655,     -0.2509908111,      -0.312896938,      0.3732664918,       3.784943538
          0,           0,         113,      -3.479592775,     -0.2624600095,     -0.3215502065,      0.3750923935,       3.771229948
          0,           0,         114,      -3.464352195,     -0.2736734129,     -0.3304218906,      0.3768835402,       3.759427955
          0,           0,         115,      -3.449883726,     -0.2846014239,     -0.3394905787,      0.3786350233,       3.749839474
          0,           0,         116,      -3.436203415,     -0.2952194066,     -0.3487297082,      0.3802404755,       3.741238498
          0,           0,         117,      -3.423320906,     -0.3054878177,     -0.3580985672,       0.381747578,       3.733407866
          0,           0,         118,      -3.411242233,     -0.3153589364,     -0.3675440881,      0.3831466157,       3.726698814
          0,           0,         119,      -3.399970645,     -0.3248024354,     -0.3769991639,      0.3844234844,       3.720828096
          0,           0,         120,      -3.389505639,     -0.3337895143,     -0.3863702746,      0.3856192024,       3.715411183
          0,           0,         121,      -3.379843371,     -0.3422980359,     -0.3955498064,       0.386553937,       3.710050946
          0,           0,         122,      -3.370976913,     -0.3503236049,     -0.4044098723,      0.3873618861,        3.70498177
          0,           0,         123,      -3.362896404,     -0.3578756221,     -0.4128136004,      0.3880188377,       3.700013999
          0,           0,         124,      -3.355589555,     -0.3649624778,     -0.4206150731,      0.3884199137,       3.695090009
          0,           0,         125,      -3.349043479,     -0.3715879252,     -0.4276570762,        0.38867906,       3.689936124
          0,           0,         126,      -3.343245986,     -0.3777366534,     -0.4337685663,      0.3887021008,       3.684623513
          0,           0,         127,      -3.338186211,     -0.3833905242,     -0.4387814941,      0.3885490442,       3.679265316
          0,           0,         128,      -3.333854761,      -0.388527038,     -0.4425409748,      0.3881119929,       3.674245519
          0,           0,         129,      -3.330242281,     -0.3931626475,     -0.4449110863,      0.3873569178,       3.668519761
          0,           0,         130,       -3.32733751,     -0.3973196959,     -0.4458134057,      0.3863613172,        3.66346994
          0,           0,         131,      -3.325125407,     -0.4010222522,     -0.4452425805,       0.385075864,       3.658611525
          0,           0,         132,      -3.323584865,     -0.4042808766,     -0.4432677378,      0.3834884872,       3.654048593
          0,           0,         133,      -3.322687515,     -0.4070770856,     -0.4400248775,      0.3816571934,       3.649275068
          0,           0,         134,      -3.322398815,     -0.4093475173,     -0.4356943556,       0.379520371,       3.644412166
          0,           0,         135,      -3.322681202,     -0.4110033442,     -0.4304689865,      0.3769774375,       3.638659029
          0,           0,         136,      -3.323497661,     -0.4119471115,     -0.4245518652,      0.3740675358,       3.633310503
          0,           0,         137,      -3.324815202,      -0.412088207,     -0.4181273698,      0.3708089603,       3.628599583
          0,           0,         138,      -3.326605528,     -0.4113642269,     -0.4113780175,      0.3672020743,       3.624346048
          0,           0,         139,      -3.328843676,     -0.4097344081,     -0.4044847182,      0.3632659385,       3.620489386
          0,           0,         140,      -3.331506148,     -0.4071830921,     -0.3976193924,      0.3589732301,       3.616242039
          0,           0,         141,      -3.334567745,     -0.4036979799,     -0.3909416624,      0.3542531034,       3.612773165
          0,           0,         142,      -3.337999493,     -0.3992539731,     -0.3845966141,      0.3491704769,       3.608749066
          0,           0,         143,      -3.341769874,     -0.3938158827,     -0.3787004596,      0.3437421455,       3.604939018
          0,           0,         144,       -3.34584996,     -0.3873677099,     -0.3733268216,      0.3379888957,       3.601556589
          0,           0,         145,       -3.35022015,     -0.3799264365,     -0.3685017068,      0.3318046345,       3.598635572
          0,           0,         146,      -3.354875366,     -0.3715600499,     -0.3642221574,      0.3252790775,       3.595736799
          0,           0,         147,      -3.359825511,     -0.3623919666,     -0.3604711527,      0.3184223718,       3.592993604
          0,           0,         148,      -3.365090787,     -0.3525823103,     -0.3572337472,      0.3113053571,       3.590421442
          0,           0,         149,      -3.370695895,     -0.3423066022,      -0.354500188,      0.3038353675,       3.587602355
          0,           0,         150,      -3.376662728,     -0.3317328602,      -0.352268117,      0.2961270098,       3.585101865
          0,           0,         151,      -3.383003879,     -0.3210096488,     -0.3505420198,      0.2881891213,       3.582260105
          0,           0,         152,      -3.389719696,     -0.3102583466,     -0.3493235212,      0.2800480785,       3.579310999
          0,           0,         153,        -3.3968013,     -0.2995866833,      -0.348604675,      0.2717502066,       3.576170278
          0,           0,         154,      -3.404237953,     -0.2890969097,     -0.3483546908,      0.2633149707,       3.572972486
          0,           0,         155,      -3.412023682,     -0.2788912989,     -0.3485305018,      0.2548106739,       3.569743018
          0,           0,         156,      -3.420159877,     -0.2690759186,     -0.3490846488,      0.2462769838,       3.566493196
          0,           0,         157,      -3.428651523,     -0.2597554197,     -0.3499766856,      0.2377675631,       3.563057973
          0,           0,         158,       -3.43750051,     -0.2510245782,     -0.3511794725,      0.2294039967,       3.559461333
          0,           0,         159,      -3.446699682,     -0.2429630152,      -0.352669615,      0.2211951262,       3.555920894
          0,           0,         160,      -3.456226747,     -0.2356316635,     -0.3544284933,      0.2132564198,       3.552281273
          0,           0,         161,      -3.466040092,     -0.2290724726,     -0.3564465684,      0.2056330055,       3.548350958
          0,           0,         162,      -3.476080156,     -0.2233124478,     -0.3587089948,      0.1984056704,       3.544196643
          0,           0,         163,      -3.486276764,     -0.2183703455,     -0.3611894477,      0.1916698122,       3.539883097
          0,           0,         164,       -3.49655971,     -0.2142649201,     -0.3638443039,      0.1854584058,       3.535335966
          0,           0,         165,      -3.506865752,     -0.2110157477,     -0.3666232548,      0.1798037754,       3.530788201
          0,           0,         166,      -3.517140011,     -0.2086435178,     -0.3694782301,      0.1746965809,       3.526149125
          0,           0,         167,      -3.527330713,     -0.2071687577,     -0.3723689149,      0.1701269464,        3.52131967
          0,           0,         168,      -3.537381166,     -0.2066089105,     -0.3752684728,      0.1661686923,        3.51654542
          0,           0,         169,      -3.547224335,     -0.2069746228,     -0.3781587911,      0.1627470398,       3.512086007
          0,           0,         170,      -3.556779366,     -0.2082715333,     -0.3810271372,      0.1599397133,       3.507530264
          0,           0,         171,      -3.565950391,     -0.2104972449,     -0.3838615803,      0.1577514668,       3.503093976
          0,           0,         172,      -3.574630475,     -0.2136435291,     -0.3866490661,      0.1560117115,       3.498701532
          0,           0,         173,      -3.582712044,     -0.2176998346,     -0.3893715267,      0.1548083846,       3.494504611
          0,           0,         174,      -3.590100287,     -0.2226554546,     -0.3920000316,      0.1541402319,       3.490481908
          0,           0,         175,      -3.596723803,     -0.2285005418,     -0.3945023228,      0.1538824371,        3.48666749
          0,           0,         176,       -3.60253757,      -0.235227799,     -0.3968510624,      0.1540513368,       3.482900503
          0,           0,         177,      -3.607522934,     -0.2428247892,     -0.3990202119,      0.1545889515,       3.479228794
          0,           0,         178,      -3.611716036,     -0.2512456678,     -0.4008932046,       0.155419765,       3.477260561
          0,           0,         179,      -3.615091839,     -0.2604742633,     -0.4025694851,      0.1565632811,       3.476411443
          0,           0,         180,      -3.617667191,     -0.2704981825,     -0.4040393969,      0.1579453911,       3.475407881
          0,           0,         181,      -3.619462143,     -0.2812993442,       -0.40530524,      0.1595051017,       3.473719344
          0,           0,         182,      -3.620504825,       -0.29285865,     -0.4063663751,      0.1612193738,       3.471270652
          0,           0,         183,      -3.620834212,     -0.3051483939,      -0.407218973,      0.1630382848,       3.468356888
          0,           0,         184,      -3.620499767,     -0.3181395011,     -0.4078728638,      0.1648542295,       3.465126095
          0,           0,         185,      -3.619570545,     -0.3317945991,     -0.4083145872,      0.1666773074,       3.461735361
          0,           0,         186,       -3.61812813,     -0.3460733987,     -0.4085503818,        0.16844205,       3.458385067
          0,           0,         187,      -3.616266654,     -0.3609202278,     -0.4085671942,       0.170196611,       3.455131584
          0,           0,         188,      -3.614079574,     -0.3762786145,     -0.4083770395,      0.1719319082,       3.451978301
          0,           0,         189,       -3.61165473,     -0.3920706884,     -0.4079883777,      0.1735679571,        3.44895687
          0,           0,         190,      -3.609070231,     -0.4082039545,     -0.4074144203,      0.1751151849,       3.445780424
          0,           0,         191,      -3.606395554,     -0.4245617179,     -0.4066600573,      0.1765755209,       3.442424632
          0,           0,         192,      -3.603691027,     -0.4410099474,     -0.4057411141,      0.1779199106,       3.438908841
          0,           0,         193,      -3.601010679,     -0.4573792242,     -0.4046673565,      0.1791650007,       3.435395473
          0,           0,         194,      -3.598400813,     -0.4734913505,     -0.4034570639,      0.1802826023,       3.431896574
          0,           0,         195,       -3.59590287,     -0.4891304795,     -0.4021293262,       0.181254381,       3.428306736
          0,           0,         196,      -3.593555238,     -0.5040592713,     -0.4007023015,       0.182088947,       3.424783593
          0,           0,         197,      -3.591392567,      -0.518026475,     -0.3991925373,      0.1827718105,         3.4211934
          0,           0,         198,      -3.589450612,     -0.5307594879,     -0.3976157789,      0.1833482188,       3.417820868
          0,           0,         199,      -3.587757559,     -0.5420125069,     -0.3959823009,      0.1838437622,       3.414590705
          0,           0,         200,      -3.586335791,     -0.5515590534,     -0.3943091859,      0.1842326724,       3.411537871
          0,           0,         201,      -3.585203651,     -0.5592200519,     -0.3926188283,      0.1845412964,       3.408936482
          0,           0,         202,      -3.584374624,     -0.5648821369,     -0.3909297605,       0.184743863,       3.406503146
          0,           0,         203,       -3.58385472,      -0.568521838,     -0.3892578395,      0.1848786209,       3.404333006
          0,           0,         204,       -3.58364734,     -0.5701858422,     -0.3876239472,       0.184971488,       3.402317016
          0,           0,         205,      -3.583752311,      -0.569993303,     -0.3860490303,      0.1850003173,        3.40041453
          0,           0,         206,      -3.584170112,     -0.5681102981,     -0.3845541393,       0.184998876,       3.398781074
          0,           0,         207,      -3.584893717,     -0.5647698631,     -0.3831502286,      0.1849407093,       3.396947869
          0,           0,         208,      -3.585915626,     -0.5602218264,      -0.381849376,      0.1848422061,       3.395172802
          0,           0,         209,      -3.587228331,     -0.5547210789,     -0.3806633173,      0.1846851031,       3.393255025
          0,           0,         210,      -3.588823407,      -0.548516432,     -0.3795998382,       0.184505006,        3.39149491
          0,           0,         211,      -3.590695564,     -0.5418254082,     -0.3786655073,      0.1843520263,       3.389685493
          0,           0,         212,      -3.592830842,     -0.5348662141,     -0.3778598867,      0.1842179928,       3.388027523
          0,           0,         213,      -3.595214318,     -0.5278259099,     -0.3771871946,      0.1841373129,       3.386573432
          0,           0,         214,      -3.597829925,     -0.5208608324,     -0.3766527331,      0.1840907344,       3.385050402
          0,           0,         215,      -3.600666324,     -0.5140807522,      -0.376260063,      0.1840840117,       3.383437379
          0,           0,         216,      -3.603700465,     -0.5075981038,     -0.3760046361,       0.184142258,       3.381805893
          0,           0,         217,       -3.60691445,     -0.5014848293,      -0.375885928,      0.1842576654,       3.380167404
          0,           0,         218,      -3.610293922,     -0.4957801689,     -0.3758984901,      0.1844149503,       3.378613935
          0,           0,         219,      -3.613805763,      -0.490551305,     -0.3760320002,      0.1846309006,       3.376969962
          0,           0,         220,       -3.61742579,     -0.4858336967,     -0.3762857025,       0.184871867,        3.37510855
          0,           0,         221,      -3.621129313,     -0.4816514116,     -0.3766578826,      0.1851810922,        3.37307987
          0,           0,         222,      -3.624891109,     -0.4780196869,      -0.377145688,      0.1855065759,       3.370939251
          0,           0,         223,       -3.62868558,     -0.4749461747,     -0.3777449964,      0.1858929305,       3.368914759
          0,           0,         224,      -3.632486851,     -0.4724331534,     -0.3784516781,      0.1863926276,       3.366918893
          0,           0,         225,      -3.636268627,     -0.4704791956,     -0.3792619741,      0.1869704179,        3.36506724
          0,           0,         226,       -3.64000423,     -0.4690770998,     -0.3801718196,      0.1876449895,       3.363489441
          0,           0,         227,      -3.643666833,     -0.4682166626,     -0.3811768897,      0.1884145096,       3.361740336
          0,           0,         228,      -3.647229984,     -0.4678855139,     -0.3822724393,      0.1892439619,       3.360006009
          0,           0,         229,      -3.650668063,     -0.4680687504,     -0.3834536313,      0.1901476494,       3.358426946
          0,           0,         230,      -3.653956627,     -0.4687492667,     -0.3847151088,      0.1911390053,       3.356958727
          0,           0,         231,      -3.657072904,     -0.4699085543,     -0.3860512657,      0.1922086513,       3.355428116
          0,           0,         232,      -3.659996003,     -0.4715263478,     -0.3874566356,      0.1933178688,       3.353939942
          0,           0,         233,      -3.662707337,     -0.4735812153,     -0.3889261466,      0.1944883905,       3.352432687
          0,           0,         234,      -3.665190851,     -0.4760498173,     -0.3904541611,      0.1957012614,       3.350864725
          0,           0,         235,      -3.667433368,     -0.4789080589,     -0.3920351095,      0.1969500469,       3.349145761
          0,           0,         236,       -3.66942481,     -0.4821301116,     -0.3936633364,      0.1982356017,       3.347231166
          0,           0,         237,      -3.671158204,     -0.4856900697,     -0.3953331026,       0.199580912,       3.345341106
          0,           0,         238,      -3.672629644,      -0.489561789,     -0.3970390554,      0.2010110636,       3.343465186
          0,           0,         239,      -3.673838245,     -0.4937181591,     -0.3987756231,      0.2024928519,       3.341583875
          0,           0,         240,      -3.674785982,     -0.4981323538,     -0.4005378559,      0.2039987592,       3.339547584
          0,           0,         241,      -3.675477478,     -0.5027742454,     -0.4023200509,      0.2055343067,       3.337402056
          0,           0,         242,      -3.675919941,     -0.5076147849,     -0.4041172425,      0.2071099399,       3.335263624
          0,           0,         243,      -3.676122973,     -0.5126255796,      -0.405924382,      0.2087013414,       3.333102719
          0,           0,         244,      -3.676098134,     -0.5177754972,     -0.4077369747,      0.2103083621,       3.330886288
          0,           0,         245,      -3.675858557,     -0.5230337299,     -0.4095513803,      0.2119329277,       3.328723989
          0,           0,         246,      -3.675418768,     -0.5283684242,     -0.4113646293,      0.2135633754,       3.326521144
          0,           0,         247,      -3.674794346,     -0.5337483632,     -0.4131738413,      0.2151112445,       3.323977768
          0,           0,         248,      -3.674001714,     -0.5391397871,     -0.4149760036,      0.2166447466,       3.321599211
          0,           0,         249,      -3.673057838,     -0.5445080728,     -0.4167676025,      0.2181341815,       3.318904001
          0,           0,         250,      -3.671979982,     -0.5498205973,     -0.4185452789,      0.2196591844,       3.316210307
          0,           0,         251,      -3.670802619,     -0.5550406504,     -0.4203041516,      0.2211845031,       3.310724357
          0,           0,         252,      -3.669542689,     -0.5601465052,     -0.4220208931,      0.2227282364,       3.303575469
          0,           0,         253,      -3.668216505,     -0.5651171668,     -0.4236825627,      0.2242050824,       3.297834473
          0,           0,         254,      -3.666841632,     -0.5699271995,     -0.4252880508,      0.2256577646,       3.293885192
          0,           0,         255,       -3.66543491,     -0.5745522383,     -0.4268380484,      0.2271218666,       3.290922208
          0,           0,         256,      -3.664012212,     -0.5789660635,     -0.4283324443,      0.2285536907,       3.288289824
          0,           0,         257,      -3.662588023,     -0.5831467765,     -0.4297719793,      0.2299421046,       3.285877595
          0,           0,         258,      -3.661175481,     -0.5870752807,     -0.4311575005,      0.2313382972,       3.283677651
          0,           0,         259,      -3.659786544,     -0.5907329233,     -0.4324902388,      0.2326788566,       3.281514134
          0,           0,         260,      -3.658432244,     -0.5941033998,       -0.43377202,      0.2338747493,       3.279258586
          0,           0,         261,      -3.657122621,     -0.5971736187,     -0.4350035332,      0.2349776941,       3.276742879
          0,           0,         262,      -3.655866846,     -0.5999345449,     -0.4361850809,      0.2360278944,       3.274229187
          0,           0,         263,      -3.654673218,     -0.6023781968,     -0.4373182401,      0.2370874507,       3.271815937
          0,           0,         264,      -3.653549071,     -0.6045001193,     -0.4384036227,       0.238151773,       3.269472412
          0,           0,         265,       -3.65250085,     -0.6062993168,     -0.4394414924,      0.2392067385,       3.267057814
          0,           0,         266,      -3.651534183,     -0.6077785127,     -0.4404329564,      0.2401627964,       3.264563642
          0,           0,         267,      -3.650653956,     -0.6089437151,     -0.4413793565,      0.2410250142,       3.262228376
          0,           0,         268,      -3.649864401,     -0.6098039095,     -0.4422834477,      0.2418509918,       3.260012245
          0,           0,         269,      -3.649169161,     -0.6103714935,      -0.443145985,      0.2426888495,       3.257983204
          0,           0,         270,      -3.648571245,      -0.610664067,     -0.4439683947,      0.2435115939,       3.256102337
          0,           0,         271,      -3.648073191,     -0.6106946429,     -0.4447524892,      0.2443119231,       3.254440364
          0,           0,         272,      -3.647677075,      -0.610480036,      -0.445499381,      0.2450041427,       3.252551747
          0,           0,         273,      -3.647384436,     -0.6100366936,     -0.4462094609,       0.245619433,       3.250556102
          0,           0,         274,      -3.647196134,     -0.6093823257,     -0.4468834839,      0.2460443084,       3.248441563
          0,           0,         275,      -3.647112322,     -0.6085338858,     -0.4475229967,      0.2463750122,       3.246283337
          0,           0,         276,      -3.647132646,     -0.6075074483,     -0.4481272956,       0.246760809,       3.244243383
          0,           0,         277,      -3.647256217,     -0.6063200176,     -0.4486959677,      0.2471817201,       3.242332924
          0,           0,         278,      -3.647481949,     -0.6049895975,     -0.4492288658,      0.2475319651,       3.240361205
