"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         436,      -3.714855333,      -0.574178445,     -0.6231448981,      0.2347314396,       3.011739595
          0,           0,         437,      -3.714596373,     -0.5740072409,     -0.6235125242,      0.2345959873,       3.011075978
          0,           0,         438,      -3.714667168,       -0.57387951,     -0.6234873569,       0.234602843,       3.010472997
          0,           0,         439,      -3.715014533,     -0.5738482389,     -0.6231851111,       0.234753976,       3.009983943
          0,           0,         440,      -3.715517281,     -0.5739269263,     -0.6227982751,      0.2350090917,       3.009536071
          0,           0,         441,      -3.716072976,     -0.5740962715,     -0.6224348868,      0.2354128967,       3.009137657
          0,           0,         442,      -3.716652827,     -0.5743290643,     -0.6220774496,      0.2359266026,       3.008790597
          0,           0,         443,      -3.717278758,     -0.5746030281,     -0.6216709255,      0.2365213283,       3.008486181
          0,           0,         444,      -3.717966507,      -0.574875512,     -0.6212106797,      0.2368538875,       3.008032464
          0,           0,         445,      -3.718706394,      -0.575089033,     -0.6207444195,      0.2366988961,       3.007293793
          0,           0,         446,      -3.719485975,     -0.5751976208,     -0.6203156352,      0.2364351557,       3.006567779
          0,           0,         447,      -3.720324336,     -0.5751807311,     -0.6199089289,      0.2361256671,       3.005870495
          0,           0,         448,      -3.721293116,     -0.5750580007,     -0.6194304873,      0.2359735066,       3.005294517
          0,           0,         449,      -3.722496222,     -0.5748873309,     -0.6187419873,      0.2359708441,       3.004795925
          0,           0,         450,      -3.724009282,     -0.5747453549,     -0.6177565025,      0.2360225673,       3.004212739
          0,           0,         451,      -3.725815023,     -0.5746939286,     -0.6165349017,      0.2362119302,       3.003705374
          0,           0,         452,      -3.727802743,     -0.5747542636,     -0.6152527392,      0.2365780165,       3.003305229
          0,           0,         453,      -3.729843722,     -0.5749108836,     -0.6140501509,      0.2370610113,       3.002893629
          0,           0,         454,       -3.73187044,     -0.5751222888,     -0.6129356126,      0.2376962023,       3.002583555
          0,           0,         455,      -3.733892153,     -0.5753412421,     -0.6118275526,      0.2384467887,       3.002335408
          0,           0,         456,      -3.735939171,     -0.5754749088,     -0.6106252827,       0.239076657,       3.002042972
          0,           0,         457,      -3.738017997,     -0.5752316566,     -0.6091180121,      0.2392570199,       3.001596184
          0,           0,         458,      -3.740110184,     -0.5729671788,      -0.605809278,      0.2391238988,       3.000924362
          0,           0,         459,      -3.742193689,     -0.5090405689,     -0.5416098774,      0.2389876081,       3.000248442
          0,           0,         460,      -3.744195009,      0.1111087345,     0.04890855561,      0.2388662414,       2.999584142
          0,           0,         461,      -3.746279549,    -0.01936515938,     -0.1014566598,      0.2388854402,       2.999043532
          0,           0,         462,      -3.748727473,     -0.2327909979,     -0.2869071862,      0.2390477339,       2.998556513
          0,           0,         463,      -3.751500541,      0.3498876394,    -0.03859499763,       0.239308642,       2.998017148
          0,           0,         464,       -3.75449688,     0.07137226581,     -0.2380439336,      0.2397239424,       2.997533964
          0,           0,         465,       -3.75778371,    -0.03509309706,     -0.2072266879,      0.2403024156,       2.997151024
          0,           0,         466,      -3.761113816,     -0.3013730117,     -0.2942847829,      0.2409813346,       2.996740127
          0,           0,         467,      -3.764400356,      -0.380656965,     -0.3726655412,      0.2418098094,       2.996446623
          0,           0,         468,      -3.767648105,        -0.2757013,     -0.4250367027,      0.2427642173,        2.99622135
          0,           0,         469,      -3.770895948,     -0.2209283267,     -0.4381127605,      0.2432437699,       2.995884042
          0,           0,         470,      -3.774155825,      -0.387517709,     -0.4394676821,      0.2434675996,       2.995442951
          0,           0,         471,      -3.777488795,     -0.1371245016,     -0.2536962138,       0.243522952,       2.994835052
          0,           0,         472,       -3.78058535,     -0.2219042467,    -0.09229896652,      0.2435482519,       2.994157236
          0,           0,         473,      -3.783972267,     -0.1102190096,      -0.106717492,      0.2436260496,       2.993504721
          0,           0,         474,      -3.787624317,    -0.08240693348,     -0.4560042019,      0.2437894077,       2.992920657
          0,           0,         475,      -3.791591148,     -0.1265597734,     -0.3631713598,      0.2441430178,       2.992407324
          0,           0,         476,      -3.795822079,     -0.2213169498,     -0.2564660507,      0.2446174411,       2.991894622
          0,           0,         477,      -3.800314607,     -0.3286750763,     -0.1921205987,      0.2451939715,       2.991373719
          0,           0,         478,       -3.80492391,     -0.4060386784,     -0.2188894007,      0.2459349101,       2.990962591
          0,           0,         479,      -3.809492468,       -0.37923284,     -0.3028437819,      0.2467571066,       2.990500947
          0,           0,         480,      -3.813944568,     -0.3015784835,     -0.3588413363,      0.2477123427,       2.990151084
          0,           0,         481,      -3.818311404,     -0.2741434915,     -0.3764368272,      0.2486427505,       2.989874431
          0,           0,         482,      -3.822654759,      -0.293788431,     -0.3824343313,      0.2491509706,       2.989527049
          0,           0,         483,       -3.82700384,     -0.3284985797,     -0.3860630648,      0.2494695999,       2.989081226
          0,           0,         484,      -3.831346333,     -0.3588358097,     -0.3382556355,       0.249673661,       2.988531872
          0,           0,         485,      -3.835667995,     -0.4653033536,     -0.3837739572,      0.2497925073,       2.987835011
          0,           0,         486,      -3.840310695,      -0.423657379,     -0.1324372723,      0.2499882352,       2.987166497
          0,           0,         487,      -3.844498654,     -0.1906377951,     -0.1266442963,      0.2502523025,       2.986539093
          0,           0,         488,      -3.849345468,    -0.07775351748,     -0.3154533226,      0.2506772397,       2.985995424
          0,           0,         489,      -3.854676876,    -0.08012380058,     -0.3959217787,      0.2512545407,       2.985504918
          0,           0,         490,      -3.860418616,     -0.1531217539,     -0.2537132089,      0.2518683692,       2.984917999
          0,           0,         491,      -3.866392913,     -0.2695360573,     -0.1615892604,      0.2526516799,       2.984448867
          0,           0,         492,      -3.872378444,      -0.377617797,     -0.1317969276,      0.2535299016,       2.983981503
          0,           0,         493,      -3.878204355,     -0.4081428705,     -0.1705846728,      0.2544788551,       2.983576012
          0,           0,         494,      -3.883799998,     -0.3729758555,     -0.2478355764,      0.2553755388,       2.983252805
          0,           0,         495,       -3.88920733,     -0.3259830195,       -0.30847071,      0.2559401751,       2.982916477
          0,           0,         496,      -3.894535592,     -0.3083081415,     -0.3448020182,      0.2563553716,       2.982502053
          0,           0,         497,      -3.899831399,     -0.3195815847,     -0.3706360237,      0.2567049499,       2.982004648
          0,           0,         498,      -3.905072153,     -0.2594483117,     -0.2804575542,      0.2569690517,       2.981361124
          0,           0,         499,      -3.910211398,     -0.4852373191,      -0.367332711,      0.2573095591,       2.980686927
          0,           0,         500,      -3.915837136,     -0.5030240857,     -0.2894316053,      0.2577398513,       2.980077386
          0,           0,         501,      -3.921271019,     -0.2981278352,    -0.04484420572,      0.2582439396,       2.979536581
          0,           0,         502,      -3.926794302,     -0.1114391109,     -0.1513619875,      0.2588931621,       2.979052865
          0,           0,         503,      -3.933090663,    -0.05222696989,     -0.3655385472,      0.2596130184,       2.978560109
          0,           0,         504,      -3.939936894,     -0.0746554396,     -0.3357890419,      0.2604128588,       2.978082805
          0,           0,         505,      -3.947034042,     -0.1529787756,     -0.2138349084,       0.261296569,       2.977695275
          0,           0,         506,        -3.9540911,     -0.2618203346,     -0.1458166784,      0.2622198074,       2.977276524
          0,           0,         507,      -3.960865879,     -0.3604589625,     -0.1239110955,      0.2630468006,       2.976931011
          0,           0,         508,      -3.967243112,     -0.3874194683,     -0.1651158416,      0.2635594482,       2.976592809
          0,           0,         509,      -3.973214595,     -0.3528689483,     -0.2446202173,      0.2639869673,       2.976236845
          0,           0,         510,      -3.978868388,     -0.3097372504,     -0.3054466866,      0.2643529129,       2.975793853
          0,           0,         511,      -3.984330529,     -0.2932581768,     -0.3443505061,      0.2647206109,        2.97527609
          0,           0,         512,      -3.989624117,     -0.2982512512,     -0.3753372651,      0.2650520847,       2.974608173
          0,           0,         513,       -3.99469682,     -0.2561651975,     -0.2402334144,      0.2654976101,       2.973983456
          0,           0,         514,      -3.999615914,     -0.4859898985,     -0.3715956648,      0.2659928423,       2.973408612
          0,           0,         515,      -4.005814832,      -0.475998263,     -0.2384358511,      0.2666118558,       2.972907125
          0,           0,         516,      -4.010072227,     -0.2364815116,     0.01090380286,      0.2673762708,        2.97248236
          0,           0,         517,       -4.01519914,    -0.05677213136,     -0.1102069084,      0.2681053335,       2.971959798
          0,           0,         518,      -4.021722701,    0.001360543645,     -0.3448147637,      0.2689252367,       2.971533945
          0,           0,         519,      -4.028778245,    -0.02145923569,     -0.3186728585,      0.2698531119,       2.971169763
          0,           0,         520,       -4.03591081,    -0.09858103829,     -0.1875260246,      0.2705666522,         2.9707686
          0,           0,         521,      -4.042842498,      -0.209124954,     -0.1058931604,      0.2709954107,       2.970388214
          0,           0,         522,      -4.049349434,     -0.3241050082,    -0.06839614962,      0.2713899516,        2.97004941
          0,           0,         523,      -4.054965354,     -0.3516392884,     -0.1229759058,      0.2717697012,       2.969655109
          0,           0,         524,        -4.0595274,     -0.3098770587,      -0.232210327,      0.2721642186,       2.969196276
          0,           0,         525,      -4.063379044,     -0.2738001428,     -0.3080029582,      0.2725107112,        2.96860938
          0,           0,         526,      -4.066891039,     -0.2710103685,     -0.3566037337,      0.2728745509,        2.96793738
          0,           0,         527,      -4.070167087,     -0.2916414915,     -0.4047868697,      0.2733382395,       2.967322135
          0,           0,         528,      -4.073161155,     -0.2684050585,     -0.2683716494,       0.273841388,       2.966744902
          0,           0,         529,      -4.075989819,     -0.4779696992,     -0.4332750376,      0.2744636303,       2.966239983
          0,           0,         530,      -4.080654629,     -0.4480593958,     -0.1565505588,      0.2751621801,       2.965798073
          0,           0,         531,      -4.078445167,      -0.184503203,     0.06062670565,      0.2758698967,       2.965264849
          0,           0,         532,       -4.07963856,   0.0003001867776,    -0.06998240359,       0.276728518,       2.964848503
          0,           0,         533,      -4.084075697,     0.05592970403,     -0.3238850092,      0.2773072078,       2.964433777
          0,           0,         534,      -4.089732865,     0.03265016145,     -0.2986786851,      0.2776282971,       2.963956824
          0,           0,         535,      -4.095730121,    -0.04329847052,      -0.149285813,      0.2779549028,       2.963529566
          0,           0,         536,      -4.101957488,     -0.1543337665,    -0.04368530386,      0.2783446565,       2.963161935
          0,           0,         537,      -4.108375215,     -0.2855844273,     0.01410790537,      0.2787125382,       2.962712188
          0,           0,         538,      -4.112076474,     -0.3007877133,    -0.06456414297,      0.2791104482,       2.962215799
          0,           0,         539,       -4.11322613,      -0.256862169,       -0.21111179,      0.2794144246,       2.961552306
          0,           0,         540,      -4.113380061,     -0.2357155795,     -0.3134290431,      0.2797675904,       2.960846878
          0,           0,         541,      -4.113592877,     -0.2509715471,     -0.3823759752,      0.2801665025,       2.960182817
          0,           0,         542,      -4.114031015,     -0.2892082353,     -0.4543803996,      0.2805817667,       2.959565574
          0,           0,         543,      -4.114525563,     -0.4640685294,     -0.4834783011,      0.2811468461,       2.959038053
          0,           0,         544,      -4.117504091,     -0.4850605533,     -0.4094181225,      0.2818372034,       2.958569784
          0,           0,         545,      -4.114819837,     -0.2326805261,     0.07544800566,       0.282545194,        2.95803524
          0,           0,         546,      -4.108680103,   -0.009336249242,    0.006648210025,      0.2829388705,       2.957541436
          0,           0,         547,      -4.108685383,     0.08162973601,     -0.2316405629,      0.2831815909,       2.957065948
          0,           0,         548,      -4.111729429,     0.07904852198,     -0.3616875135,      0.2834169114,       2.956569406
          0,           0,         549,      -4.116276906,     0.02022649207,     -0.1913297815,       0.283712895,       2.956111781
          0,           0,         550,        -4.1220248,    -0.07726346748,    -0.05421845139,      0.2840664561,       2.955699386
          0,           0,         551,      -4.129721293,     -0.2035867138,     0.06393164292,      0.2844121771,       2.955243538
          0,           0,         552,      -4.135641835,     -0.2744186986,     0.04482964877,      0.2847833159,       2.954747034
          0,           0,         553,      -4.134651755,     -0.2078316351,     -0.1257484367,      0.2850305558,        2.95406655
          0,           0,         554,      -4.132419165,     -0.1860374588,     -0.2710746992,      0.2852830307,       2.953355623
          0,           0,         555,      -4.131056107,     -0.2150102007,     -0.3709188816,       0.285542681,       2.952662387
          0,           0,         556,      -4.130733406,     -0.2711959994,     -0.4768547877,      0.2859137343,       2.952045449
          0,           0,         557,      -4.130849162,     -0.3246585326,     -0.5288621703,      0.2864649448,       2.951546023
          0,           0,         558,      -4.130857088,     -0.4677288937,     -0.5672133296,      0.2871077065,       2.951103075
          0,           0,         559,      -4.136846526,     -0.4874467812,     -0.3854044542,      0.2873045397,       2.950523149
          0,           0,         560,      -4.131589939,      -0.156121862,     0.09027670264,        0.28742295,       2.949994608
          0,           0,         561,      -4.120995021,     0.02306338179,    -0.01202147926,      0.2875875349,       2.949535568
          0,           0,         562,      -4.119381445,      0.1085780714,     -0.2159698025,      0.2877816503,        2.94906813
          0,           0,         563,      -4.122116279,     0.09429643969,     -0.3753240008,      0.2880279757,       2.948609213
          0,           0,         564,      -4.127261702,     0.03565778883,     -0.1520779066,      0.2883185868,       2.948186261
          0,           0,         565,      -4.134755375,    -0.04158187718,     0.09882720114,      0.2886139502,       2.947759742
          0,           0,         566,      -4.146933242,     -0.2035672622,      0.1283974807,       0.288919438,       2.947308429
          0,           0,         567,      -4.145164049,     -0.1766795998,    -0.02232131136,      0.2890379192,       2.946650541
          0,           0,         568,      -4.143591444,     -0.1648310082,     -0.1889999985,       0.289190428,       2.945962845
          0,           0,         569,      -4.143624747,     -0.1934250189,     -0.3370823695,      0.2893894529,       2.945273655
          0,           0,         570,      -4.144760242,     -0.2444347486,     -0.4408147045,      0.2897036329,       2.944671379
          0,           0,         571,       -4.14605638,     -0.2896246118,      -0.474096936,      0.2901514789,       2.944188552
          0,           0,         572,      -4.146479722,     -0.3123572204,     -0.4919374662,      0.2902770433,       2.943704104
          0,           0,         573,      -4.145806961,     -0.3192945019,     -0.5263919992,      0.2902688535,       2.943154743
          0,           0,         574,      -4.144951483,     -0.4457711031,     -0.5571756354,       0.290295311,       2.942640178
          0,           0,         575,      -4.160900253,     -0.4595726148,     -0.2582192574,      0.2903909703,       2.942182971
          0,           0,         576,      -4.146510454,      -0.128821747,     0.03740402953,      0.2905242042,       2.941752807
          0,           0,         577,      -4.134111249,     0.05524327738,    -0.07570362438,      0.2907033789,       2.941322612
          0,           0,         578,      -4.133795615,      0.1344977882,     -0.1868102569,      0.2909178037,       2.940910066
          0,           0,         579,      -4.139327334,     0.09559482213,     -0.2814920427,      0.2910513238,       2.940463384
          0,           0,         580,      -4.148344057,      0.0342233416,    -0.03297202502,      0.2912217741,       2.940051169
          0,           0,         581,      -4.163308893,      -0.114977655,      0.1504567233,      0.2913621816,       2.939522825
          0,           0,         582,      -4.172761807,     -0.1785637643,      0.1181579579,      0.2914265587,       2.938841844
          0,           0,         583,       -4.16782755,     -0.1142262603,    -0.06745875202,      0.2915705478,       2.938178627
          0,           0,         584,      -4.164776941,     -0.1169473714,     -0.1916868366,      0.2917592952,       2.937553599
          0,           0,         585,      -4.165669024,     -0.1833644093,     -0.3306559863,      0.2916943611,       2.936981401
          0,           0,         586,      -4.169981203,     -0.2713541064,     -0.4278623098,      0.2916063788,       2.936483833
          0,           0,         587,      -4.176046052,     -0.3140870342,     -0.3421903997,      0.2915591892,       2.935998716
          0,           0,         588,      -4.177921201,     -0.3056000916,     -0.3730106183,      0.2914770777,       2.935445868
          0,           0,         589,      -4.175552258,     -0.2962941493,     -0.4940298064,      0.2914939626,       2.934985794
          0,           0,         590,      -4.173689543,     -0.4299925951,     -0.4846572747,      0.2915818659,       2.934582379
          0,           0,         591,      -4.200806338,     -0.4240954021,     -0.2315535286,      0.2916628549,       2.934159239
          0,           0,         592,      -4.180810412,     -0.1028883275,    -0.01682009269,      0.2917290022,       2.933745277
          0,           0,         593,      -4.167394681,      0.0600930645,     -0.1713526782,      0.2917591284,       2.933301794
          0,           0,         594,      -4.169185384,      0.1017351995,     -0.4019239587,      0.2918500848,       2.932894447
          0,           0,         595,      -4.177380805,      0.0648274255,     -0.2369121215,      0.2920098167,       2.932483021
          0,           0,         596,      -4.189773866,       0.389928015,      0.5202309039,        0.29205452,       2.931882386
          0,           0,         597,      -4.209054234,    -0.09005907735,     0.09249922175,      0.2921140437,       2.931223691
          0,           0,         598,      -4.199772812,    -0.01724985975,    -0.05835463351,      0.2919002197,       2.930525915
          0,           0,         599,      -4.194687308,    -0.08489277531,     -0.1521603292,      0.2915451867,       2.929861842
          0,           0,         600,      -4.197490329,     -0.1560198773,     -0.2813513405,      0.2912977656,       2.929291036
          0,           0,         601,      -4.207396023,      0.2489418351,      0.3235974258,      0.2911626941,        2.92881598
          0,           0,         602,      -4.222553575,      0.6955638973,       0.278214659,      0.2910613394,       2.928330742
          0,           0,         603,      -4.204232015,    -0.01151059194,     -0.3153536103,      0.2909705151,       2.927811213
          0,           0,         604,      -4.199358587,    -0.03334017923,     -0.1866518351,      0.2909593172,       2.927377583
          0,           0,         605,      -4.203463286,     -0.4074929918,      -0.415673194,      0.2909485199,       2.926987876
          0,           0,         606,      -4.246726794,     -0.3856536861,     -0.1675600277,       0.290913058,       2.926560791
          0,           0,         607,      -4.226627727,     -0.1044833826,     -0.1360583632,      0.2909493924,        2.92616704
          0,           0,         608,      -4.215936526,     0.03133339734,     -0.3483473145,      0.2909595088,       2.925725513
          0,           0,         609,      -4.219630474,     0.05089589544,     -0.3810571215,      0.2910521912,       2.925330486
          0,           0,         610,       -4.23170488,      0.4030277738,      0.4061885797,      0.2912008265,       2.924935877
          0,           0,         611,      -4.252625794,    -0.09045862824,    -0.01560513025,       0.291163504,       2.924328631
          0,           0,         612,      -4.241864747,    -0.06037053218,     -0.1515955374,      0.2907071448,       2.923609434
          0,           0,         613,      -4.233414762,    -0.08904284833,     -0.2321366827,      0.2901370132,       2.922871649
          0,           0,         614,      -4.232874427,      -0.180672007,     -0.2854732184,      0.2896977763,        2.92221669
          0,           0,         615,      -4.243522959,      0.2446280935,      0.1878178793,      0.2893957022,       2.921664022
          0,           0,         616,      -4.249302411,      0.7114889898,      0.2308583464,      0.2892230717,        2.92121301
          0,           0,         617,      -4.225063038,     0.09224018191,     -0.2649434486,      0.2891081151,       2.920764722
          0,           0,         618,      -4.209191471,     0.02748256047,     -0.1517234749,      0.2889181529,       2.920247447
          0,           0,         619,       -4.22143803,     -0.3680380515,     -0.4075204571,      0.2887693706,       2.919808745
          0,           0,         620,      -4.253152976,     -0.4306416866,     -0.3491417594,      0.2887309581,        2.91944351
          0,           0,         621,      -4.270686297,     -0.2510046471,      -0.239819059,      0.2887275636,       2.919060745
          0,           0,         622,      -4.254399477,    -0.06355319128,     -0.3507709122,      0.2887869855,       2.918697771
          0,           0,         623,      -4.250682855,   -0.004434026899,      -0.458429968,      0.2888163904,       2.918287293
          0,           0,         624,      -4.258501045,      0.3626507005,      0.2179182292,      0.2889086049,       2.917905637
          0,           0,         625,      -4.271270655,     -0.1113635555,     -0.1979681517,      0.2889727482,       2.917521695
          0,           0,         626,      -4.266417047,    -0.09895586977,     -0.2148640701,      0.2885425829,        2.91694163
          0,           0,         627,      -4.252451713,     -0.1296706536,     -0.2837073636,      0.2879147966,       2.916208674
          0,           0,         628,      -4.246947997,      0.2545833306,     -0.0839710541,      0.2872811768,       2.915482383
          0,           0,         629,      -4.252871032,     -0.2365451665,     -0.2729691635,      0.2867745934,       2.914829848
          0,           0,         630,       -4.24096457,     -0.2292055154,      -0.367750761,      0.2864190346,       2.914279707
          0,           0,         631,      -4.233640489,      -0.257652861,       -0.39452813,      0.2861758311,       2.913824242
          0,           0,         632,      -4.232340168,      0.2109256145,     -0.1133374891,      0.2859574593,       2.913406926
          0,           0,         633,      -4.233433833,     -0.1978172589,      -0.355954428,      0.2856938465,       2.912935895
          0,           0,         634,      -4.222757189,     -0.1921057415,     -0.4424744461,      0.2855255083,       2.912515269
          0,           0,         635,      -4.216886244,   -0.002135150152,     -0.1653201052,       0.285485575,       2.912188647
          0,           0,         636,      -4.211908559,     -0.5532262311,     -0.3874013568,      0.2855075426,        2.91187959
          0,           0,         637,      -4.236608097,     -0.1740230709,     -0.2061791914,      0.2855703619,       2.911562179
          0,           0,         638,      -4.222870929,     -0.2498608353,     -0.2638672279,       0.285639172,       2.911223667
          0,           0,         639,      -4.207164446,    -0.05594102366,     -0.2149293496,      0.2857107223,       2.910879421
          0,           0,         640,      -4.205985068,      0.3906170302,      0.1225668769,      0.2854389871,       2.910472149
          0,           0,         641,      -4.211387363,     -0.1022655639,     -0.3659851462,      0.2850494501,       2.910051803
          0,           0,         642,      -4.209873423,    -0.06913387818,     -0.2498891993,      0.2844023764,       2.909360646
          0,           0,         643,      -4.201393782,     -0.1273731191,     -0.2433779921,      0.2837537834,       2.908669486
          0,           0,         644,        -4.1962403,      0.2736883943,     -0.1646725167,      0.2831824696,       2.908014574
          0,           0,         645,      -4.192748656,     -0.2280636795,     -0.3738477153,      0.2827442579,       2.907449515
          0,           0,         646,      -4.188841289,     -0.2745492637,     -0.3373727037,      0.2823723967,       2.906960997
          0,           0,         647,      -4.183215981,     -0.3004159566,     -0.3468018539,      0.2820785769,       2.906553664
          0,           0,         648,      -4.178992566,      0.2198960031,     -0.3231142006,      0.2818744968,       2.906176011
          0,           0,         649,      -4.173490786,     -0.2225799051,     -0.4498155737,       0.281666877,       2.905744937
          0,           0,         650,       -4.17170155,     -0.2764572104,     -0.4200867199,      0.2815992483,        2.90541166
          0,           0,         651,      -4.167751618,     -0.2799919385,     -0.4236361509,      0.2816475287,       2.905156223
          0,           0,         652,      -4.164239055,      0.2917258661,     -0.4919193063,      0.2816913319,       2.904860337
          0,           0,         653,      -4.170968209,     -0.4238367811,      -0.509034997,      0.2817922898,       2.904583373
          0,           0,         654,      -4.164672294,       -0.23008474,     -0.4317361014,       0.281788858,       2.904286984
          0,           0,         655,      -4.150643608,     -0.1403381753,     -0.5967541798,      0.2814189218,       2.903886764
          0,           0,         656,      -4.146289929,     -0.1266276468,     -0.5786194701,       0.281007855,       2.903493592
          0,           0,         657,      -4.144908092,     -0.1734866679,     -0.4947182749,      0.2805937268,       2.903076427
          0,           0,         658,      -4.143042084,      0.3537139386,     -0.1406207616,      0.2799486589,       2.902432075
          0,           0,         659,      -4.137896845,     -0.1192760192,      0.1639104383,      0.2793189447,        2.90179316
          0,           0,         660,      -4.140035181,     -0.3006901044,     -0.2788990142,      0.2787436069,       2.901183356
          0,           0,         661,      -4.135403781,     -0.3312794113,     -0.3856442937,      0.2782376855,       2.900657835
          0,           0,         662,      -4.131892809,     -0.0999859467,     -0.1615893028,       0.277854712,       2.900222055
          0,           0,         663,      -4.128839796,      0.2414221937,     -0.1176842008,       0.277614191,       2.899848988
          0,           0,         664,      -4.119546128,   -0.008034121173,  -0.0002372456746,      0.2774916623,       2.899522839
          0,           0,         665,      -4.124044854,     -0.4477480487,     -0.4098992063,       0.277360572,       2.899140409
          0,           0,         666,       -4.12227922,     -0.1786420772,     -0.3072585722,       0.277352603,       2.898846029
          0,           0,         667,      -4.120014367,       -0.23901963,     -0.4404634602,      0.2774557184,       2.898623757
          0,           0,         668,      -4.115735508,       0.140695885,     -0.2473794684,      0.2775540378,       2.898356071
          0,           0,         669,      -4.112881646,      -0.371169654,     -0.5495579988,      0.2776127381,       2.898092003
          0,           0,         670,      -4.118889214,     -0.2763386678,      -0.556081608,      0.2773141799,       2.897766525
          0,           0,         671,      -4.111343823,     -0.2649772418,     -0.6484075774,      0.2769237827,       2.897387608
          0,           0,         672,      -4.109690866,     -0.2773198874,     -0.6213528404,      0.2765446377,       2.897012685
          0,           0,         673,      -4.109826416,     -0.3280107886,     -0.5519769835,      0.2761755771,       2.896636318
          0,           0,         674,      -4.109536818,      -0.392627503,     -0.5328488252,      0.2756277815,       2.896087626
          0,           0,         675,      -4.108664515,     -0.4403085796,     -0.5384603828,      0.2749831332,       2.895487895
          0,           0,         676,      -4.107488621,      -0.457239604,     -0.5480494199,      0.2743259024,       2.894908381
          0,           0,         677,      -4.106119797,      0.2920200898,     -0.1785468492,      0.2738312439,        2.89442622
          0,           0,         678,      -4.099672482,     -0.2049366958,     -0.6492470507,      0.2734953728,       2.894039847
          0,           0,         679,      -4.104278352,       -0.49489584,     -0.4009032993,      0.2732827645,       2.893701345
          0,           0,         680,      -4.103953848,     -0.4630349285,     -0.4257943585,      0.2732087163,       2.893425915
          0,           0,         681,      -4.102989435,     -0.4629672413,     -0.5442090575,      0.2731314564,       2.893115737
          0,           0,         682,      -4.102086649,      -0.510666773,     -0.6403229814,      0.2731549145,       2.892865834
          0,           0,         683,      -4.100344266,      0.1990543819,     -0.1618424884,      0.2732985127,       2.892690988
          0,           0,         684,      -4.094771576,     -0.3175373065,     -0.5275020746,       0.273415582,       2.892460945
          0,           0,         685,      -4.101119161,     -0.4916086535,     -0.4839517474,      0.2733072426,        2.89219781
          0,           0,         686,      -4.101741197,     -0.3582151116,     -0.5032492124,      0.2730370566,       2.891917995
          0,           0,         687,      -4.101857423,    -0.08680590133,     -0.4702361511,      0.2726788786,       2.891584867
          0,           0,         688,      -4.102415785,     -0.3076170699,     -0.5265222145,      0.2723547793,       2.891246499
          0,           0,         689,      -4.103669187,      0.2731045357,    -0.03521260968,      0.2720707221,        2.89093992
          0,           0,         690,      -4.097857911,     -0.4892127322,     -0.5160343767,      0.2716591514,       2.890533156
          0,           0,         691,      -4.102163916,     -0.6194005109,     -0.7114994976,      0.2710379771,       2.889988343
          0,           0,         692,      -4.120125128,     -0.6198355145,     -0.7147195443,      0.2703672996,       2.889438504
          0,           0,         693,      -4.129446871,     -0.6197721409,     -0.7157295595,      0.2698577064,       2.888965748
          0,           0,         694,      -4.132592228,     -0.6198575129,     -0.7170070287,      0.2695014614,       2.888578588
          0,           0,         695,      -4.134054728,     -0.6199913673,     -0.7178276653,       0.269295746,       2.888260736
          0,           0,         696,      -4.135068169,     -0.6201091635,     -0.7185913289,      0.2692097322,       2.887986744
          0,           0,         697,      -4.136325723,     -0.6201834471,     -0.7192953633,      0.2692107063,       2.887759695
          0,           0,         698,      -4.138010058,     -0.6202139521,      -0.719895796,      0.2692441736,       2.887516195
          0,           0,         699,        -4.1400092,     -0.6202177459,     -0.7204331864,      0.2693665052,        2.88733344
          0,           0,         700,      -4.142201063,     -0.6202141635,      -0.720949224,      0.2695303252,       2.887139856
          0,           0,         701,      -4.144511421,     -0.6202166538,     -0.7214647847,      0.2694451609,       2.886889244
          0,           0,         702,      -4.146903061,     -0.6202312455,     -0.7219825092,      0.2692095527,       2.886619396
          0,           0,         703,      -4.149366603,     -0.6202588177,     -0.7224881283,      0.2689916664,       2.886363956
          0,           0,         704,      -4.151913173,       -0.62029877,     -0.7229591639,      0.2686939924,       2.886056884
          0,           0,         705,      -4.154558176,     -0.6203528081,     -0.7233772958,      0.2684382348,       2.885769962
          0,           0,         706,      -4.157310198,     -0.6204259261,     -0.7237348973,      0.2681310434,       2.885461513
          0,           0,         707,      -4.160171364,     -0.6205266979,     -0.7240346666,      0.2677006973,       2.885077199
          0,           0,         708,      -4.163143023,     -0.6206650291,     -0.7242836452,      0.2670513675,       2.884564761
          0,           0,         709,      -4.166229284,     -0.6208493034,     -0.7244870411,      0.2664461235,       2.884070965
          0,           0,         710,      -4.169437165,     -0.6210836594,     -0.7246479126,      0.2660023167,       2.883644816
          0,           0,         711,      -4.172778744,     -0.6213675946,     -0.7247680768,      0.2656851081,       2.883279426
          0,           0,         712,      -4.176270589,     -0.6216938315,     -0.7248482416,      0.2655082833,       2.882962002
          0,           0,         713,      -4.179937157,     -0.6220489664,      -0.724889586,      0.2654880352,       2.882710577
          0,           0,         714,      -4.183812016,     -0.6224165568,       -0.72489329,      0.2655324166,       2.882475132
          0,           0,         715,      -4.187934761,     -0.6227797107,     -0.7248606174,      0.2656464779,       2.882234646
          0,           0,         716,      -4.192343973,      -0.623123006,     -0.7247946654,      0.2658463634,       2.882035299
