"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        3145,      -7.495032789,      -5.860189415,      -6.982997784,       -3.86262992,      -9.804334819
          0,           0,        3146,      -7.495317468,      -5.861142685,      -6.984223575,      -3.863598753,      -9.805440071
          0,           0,        3147,      -7.495602164,      -5.862093137,      -6.985449092,      -3.864566405,      -9.806544538
          0,           0,        3148,      -7.495886877,      -5.863040768,      -6.986674147,      -3.865532884,      -9.807648244
          0,           0,        3149,      -7.496171607,      -5.863985576,      -6.987899084,      -3.866498187,      -9.808751146
          0,           0,        3150,      -7.496456355,      -5.864927557,      -6.989123547,      -3.867462371,      -9.809853253
          0,           0,        3151,      -7.496741119,      -5.865866708,      -6.990347532,      -3.868425333,      -9.810954568
          0,           0,        3152,        -7.4970259,      -5.866803027,      -6.991571067,      -3.869387083,       -9.81205509
          0,           0,        3153,      -7.497310699,      -5.867736511,      -6.992794074,       -3.87034756,       -9.81315482
          0,           0,        3154,      -7.497595514,      -5.868667158,      -6.994017018,      -3.871307054,      -9.814253756
          0,           0,        3155,      -7.497880346,      -5.869594963,      -6.995239284,      -3.872265129,      -9.815351896
          0,           0,        3156,      -7.498165195,      -5.870519927,      -6.996461373,      -3.873222186,      -9.816449242
          0,           0,        3157,      -7.498450061,      -5.871442046,      -6.997682849,      -3.874177947,       -9.81754579
          0,           0,        3158,      -7.498734944,      -5.872361318,      -6.998904134,      -3.875132626,      -9.818641542
          0,           0,        3159,      -7.499019843,      -5.873277741,      -7.000124848,      -3.876086057,      -9.819736494
          0,           0,        3160,       -7.49930476,      -5.874191313,      -7.001345146,      -3.877038179,      -9.820830648
          0,           0,        3161,      -7.499589693,      -5.875102032,      -7.002565138,      -3.877989236,      -9.821924001
          0,           0,        3162,      -7.499874643,      -5.876009896,      -7.003784702,      -3.878939087,      -9.823016554
          0,           0,        3163,      -7.500159609,      -5.876914904,      -7.005003622,      -3.879887594,      -9.824108304
          0,           0,        3164,      -7.500444592,      -5.877817053,      -7.006222527,      -3.880835103,      -9.825199252
          0,           0,        3165,      -7.500729592,      -5.878716343,      -7.007440658,      -3.881781279,      -9.826289398
          0,           0,        3166,      -7.501014608,      -5.879612772,      -7.008658603,      -3.882726306,      -9.827378768
          0,           0,        3167,      -7.501299641,      -5.880506339,      -7.009876052,      -3.883670061,      -9.828467334
          0,           0,        3168,       -7.50158469,      -5.881397042,      -7.011093075,      -3.884612697,      -9.829555096
          0,           0,        3169,      -7.501869756,       -5.88228488,      -7.012309709,      -3.885554029,      -9.830642051
          0,           0,        3170,      -7.502154838,      -5.883169853,      -7.013526088,      -3.886494374,        -9.8317282
          0,           0,        3171,      -7.502439937,      -5.884051958,      -7.014741749,      -3.887433199,      -9.832813541
          0,           0,        3172,      -7.502725052,      -5.884931196,      -7.015957204,      -3.888371083,      -9.833898074
          0,           0,        3173,      -7.503010184,      -5.885807565,      -7.017172132,      -3.889307596,      -9.834981797
          0,           0,        3174,      -7.503295332,      -5.886681065,      -7.018386622,      -3.890242887,      -9.836064709
          0,           0,        3175,      -7.503580496,      -5.887551695,      -7.019600982,      -3.891177071,       -9.83714681
          0,           0,        3176,      -7.503865676,      -5.888419455,      -7.020814466,      -3.892110005,      -9.838228098
          0,           0,        3177,      -7.504150873,      -5.889284344,      -7.022027614,       -3.89304164,      -9.839308572
          0,           0,        3178,      -7.504436086,      -5.890146363,      -7.023240572,      -3.893972166,      -9.840388231
          0,           0,        3179,      -7.504721315,      -5.891005509,      -7.024453038,      -3.894901523,      -9.841467073
          0,           0,        3180,       -7.50500656,      -5.891861783,      -7.025665054,      -3.895829462,      -9.842545095
          0,           0,        3181,      -7.505291822,      -5.892715187,      -7.026876713,       -3.89675644,        -9.8436223
          0,           0,        3182,      -7.505577099,      -5.893565718,      -7.028087779,      -3.897681995,      -9.844698695
          0,           0,        3183,      -7.505862393,      -5.894413377,      -7.029298458,        -3.8986064,      -9.845774274
          0,           0,        3184,      -7.506147702,      -5.895258166,      -7.030508822,      -3.899529612,      -9.846849034
          0,           0,        3185,      -7.506433028,      -5.896100083,      -7.031718794,      -3.900451558,      -9.847922973
          0,           0,        3186,       -7.50671837,      -5.896939129,      -7.032928128,      -3.901372313,      -9.848996092
          0,           0,        3187,      -7.507003727,      -5.897775306,      -7.034137024,      -3.902291816,       -9.85006839
          0,           0,        3188,      -7.507289101,      -5.898608612,      -7.035345908,      -3.903210194,      -9.851139865
          0,           0,        3189,       -7.50757449,       -5.89943905,      -7.036553751,      -3.904127168,      -9.852210515
          0,           0,        3190,      -7.507859896,      -5.900266618,      -7.037761552,       -3.90504307,      -9.853280341
          0,           0,        3191,      -7.508145317,       -5.90109132,      -7.038968869,      -3.905957728,      -9.854349342
          0,           0,        3192,      -7.508430754,      -5.901913154,      -7.040175512,      -3.906871032,      -9.855417516
          0,           0,        3193,      -7.508716207,      -5.902732123,      -7.041382001,       -3.90778326,      -9.856484862
          0,           0,        3194,      -7.509001675,      -5.903548228,      -7.042587869,      -3.908694152,      -9.857551381
          0,           0,        3195,      -7.509287159,      -5.904361469,      -7.043793392,      -3.909603932,       -9.85861707
          0,           0,        3196,      -7.509572659,      -5.905171849,      -7.044998241,      -3.910512345,      -9.859681929
          0,           0,        3197,      -7.509858175,      -5.905979367,      -7.046202916,       -3.91141956,      -9.860745958
          0,           0,        3198,      -7.510143706,      -5.906784027,      -7.047406986,      -3.912325618,      -9.861809156
          0,           0,        3199,      -7.510429253,      -5.907585829,      -7.048610756,      -3.913230366,      -9.862871521
          0,           0,        3200,      -7.510714816,      -5.908384776,      -7.049814023,      -3.914133943,      -9.863933053
          0,           0,        3201,      -7.511000394,      -5.909180869,       -7.05101672,      -3.915036238,      -9.864993751
          0,           0,        3202,      -7.511285987,      -5.909974108,      -7.052219161,      -3.915937338,      -9.866053614
          0,           0,        3203,      -7.511571597,        -5.9107645,      -7.053421057,      -3.916837192,      -9.867112642
          0,           0,        3204,      -7.511857221,      -5.911552042,      -7.054622599,      -3.917735827,      -9.868170833
          0,           0,        3205,      -7.512142861,      -5.912336738,      -7.055823592,      -3.918633211,      -9.869228187
          0,           0,        3206,      -7.512428516,      -5.913118591,      -7.057024082,      -3.919529345,      -9.870284702
          0,           0,        3207,      -7.512714187,      -5.913897601,      -7.058224132,      -3.920424201,      -9.871340379
          0,           0,        3208,      -7.512999873,      -5.914673775,       -7.05942362,      -3.921317894,      -9.872395216
          0,           0,        3209,      -7.513285575,       -5.91544711,       -7.06062298,      -3.922210301,      -9.873449212
          0,           0,        3210,      -7.513571292,      -5.916217614,      -7.061821698,      -3.923101579,      -9.874502366
          0,           0,        3211,      -7.513857024,      -5.916985285,      -7.063019824,      -3.923991459,      -9.875554678
          0,           0,        3212,      -7.514142771,      -5.917750128,      -7.064217641,      -3.924880154,      -9.876606147
          0,           0,        3213,      -7.514428534,      -5.918512147,       -7.06541506,       -3.92576766,      -9.877656771
          0,           0,        3214,      -7.514714311,      -5.919271342,      -7.066611775,       -3.92665382,       -9.87870655
          0,           0,        3215,      -7.515000104,      -5.920027719,      -7.067808248,      -3.927538843,      -9.879755482
          0,           0,        3216,      -7.515285912,      -5.920781281,      -7.069004214,      -3.928422586,      -9.880803565
          0,           0,        3217,      -7.515571735,       -5.92153203,       -7.07019973,      -3.929305152,      -9.881850792
          0,           0,        3218,      -7.515857574,      -5.922279969,      -7.071394664,      -3.930186364,      -9.882897164
          0,           0,        3219,      -7.516143427,      -5.923025103,      -7.072589226,      -3.931066384,      -9.883942707
          0,           0,        3220,      -7.516429295,      -5.923767434,      -7.073783143,      -3.931945105,      -9.884987401
          0,           0,        3221,      -7.516715179,      -5.924506967,      -7.074976945,      -3.932822738,      -9.886031244
          0,           0,        3222,      -7.517001077,      -5.925243705,      -7.076169783,      -3.933698948,      -9.887074237
          0,           0,        3223,       -7.51728699,      -5.925977652,      -7.077362618,      -3.934573981,      -9.888116377
          0,           0,        3224,      -7.517572918,      -5.926708812,      -7.078554795,      -3.935447772,      -9.889157663
          0,           0,        3225,      -7.517858861,      -5.927437189,       -7.07974654,      -3.936320324,      -9.890198096
          0,           0,        3226,      -7.518144819,      -5.928162788,      -7.080937803,      -3.937191742,      -9.891237674
          0,           0,        3227,      -7.518430792,       -5.92888561,      -7.082128519,      -3.938061735,      -9.892276397
          0,           0,        3228,      -7.518716779,      -5.929605662,      -7.083318759,      -3.938930476,      -9.893314263
          0,           0,        3229,      -7.519002781,      -5.930322949,      -7.084508528,      -3.939798094,      -9.894351271
          0,           0,        3230,      -7.519288798,      -5.931037474,      -7.085697944,      -3.940664444,      -9.895387422
          0,           0,        3231,       -7.51957483,      -5.931749241,      -7.086886538,      -3.941529432,      -9.896422712
          0,           0,        3232,      -7.519860877,      -5.932458255,         -7.088075,      -3.942393323,      -9.897457143
          0,           0,        3233,      -7.520146938,      -5.933164522,      -7.089262947,      -3.943255907,      -9.898490716
          0,           0,        3234,      -7.520433014,      -5.933868045,      -7.090450338,      -3.944117197,      -9.899523433
          0,           0,        3235,      -7.520719104,       -5.93456883,      -7.091637197,      -3.944977283,      -9.900555281
          0,           0,        3236,      -7.521005209,      -5.935266881,      -7.092823594,      -3.945836137,      -9.901586249
          0,           0,        3237,      -7.521291328,      -5.935962204,      -7.094009513,      -3.946693678,      -9.902616277
          0,           0,        3238,      -7.521577462,      -5.936654804,      -7.095194957,       -3.94755011,      -9.903645473
          0,           0,        3239,      -7.521863611,      -5.937344684,      -7.096379847,      -3.948405093,      -9.904673914
          0,           0,        3240,      -7.522149774,      -5.938031852,      -7.097564249,      -3.949258943,      -9.905701492
          0,           0,        3241,      -7.522435952,      -5.938716311,      -7.098748223,      -3.950111531,      -9.906728208
          0,           0,        3242,      -7.522722143,      -5.939398069,      -7.099931772,        -3.9509629,      -9.907754079
          0,           0,        3243,       -7.52300835,      -5.940077129,      -7.101114751,      -3.951812967,      -9.908779075
          0,           0,        3244,      -7.523294571,      -5.940753498,      -7.102297153,      -3.952661793,      -9.909803196
          0,           0,        3245,      -7.523580806,      -5.941427181,      -7.103479193,      -3.953509428,      -9.910826447
          0,           0,        3246,      -7.523867055,      -5.942098184,      -7.104660619,      -3.954355694,      -9.911848829
          0,           0,        3247,      -7.524153319,      -5.942766512,       -7.10584166,      -3.955200846,      -9.912870342
          0,           0,        3248,      -7.524439597,      -5.943432172,      -7.107022175,      -3.956044712,      -9.913890983
          0,           0,        3249,      -7.524725889,      -5.944095169,      -7.108202236,      -3.956887284,      -9.914910753
          0,           0,        3250,      -7.525012195,      -5.944755509,      -7.109381624,      -3.957728591,      -9.915929652
          0,           0,        3251,      -7.525298516,      -5.945413199,      -7.110560534,      -3.958568711,       -9.91694768
          0,           0,        3252,       -7.52558485,      -5.946068243,      -7.111739173,      -3.959407599,      -9.917964838
          0,           0,        3253,      -7.525871199,      -5.946720649,      -7.112917203,      -3.960245163,      -9.918981243
          0,           0,        3254,      -7.526157562,      -5.947370423,      -7.114094506,      -3.961081448,       -9.91999673
          0,           0,        3255,       -7.52644394,      -5.948017571,      -7.115271634,      -3.961916649,       -9.92101129
          0,           0,        3256,      -7.526730331,      -5.948662099,       -7.11644815,      -3.962750457,      -9.922024962
          0,           0,        3257,      -7.527016736,      -5.949304014,      -7.117624085,      -3.963583034,      -9.923037752
          0,           0,        3258,      -7.527303155,      -5.949943322,      -7.118799465,      -3.964414365,      -9.924049661
          0,           0,        3259,      -7.527589588,      -5.950580031,       -7.11997464,      -3.965244617,       -9.92506069
          0,           0,        3260,      -7.527876035,      -5.951214145,      -7.121148834,      -3.966073301,      -9.926070838
          0,           0,        3261,      -7.528162496,      -5.951845673,      -7.122322772,      -3.966900983,      -9.927080106
          0,           0,        3262,      -7.528448971,       -5.95247462,      -7.123496396,      -3.967727358,      -9.928088491
          0,           0,        3263,       -7.52873546,      -5.953100995,       -7.12466926,      -3.968552403,      -9.929095994
          0,           0,        3264,      -7.529021963,      -5.953724803,      -7.125841593,      -3.969376291,      -9.930102615
          0,           0,        3265,      -7.529308479,      -5.954346051,      -7.127013476,      -3.970198869,      -9.931108352
          0,           0,        3266,       -7.52959501,      -5.954964747,      -7.128184773,       -3.97102028,      -9.932113204
          0,           0,        3267,      -7.529881554,      -5.955580897,      -7.129355526,      -3.971840323,      -9.933117172
          0,           0,        3268,      -7.530168111,       -5.95619451,      -7.130525719,      -3.972659206,      -9.934120254
          0,           0,        3269,      -7.530454683,       -5.95680559,       -7.13169577,      -3.973476873,       -9.93512245
          0,           0,        3270,      -7.530741268,      -5.957414147,       -7.13286494,      -3.974293234,      -9.936123759
          0,           0,        3271,      -7.531027867,      -5.958020186,      -7.134033531,      -3.975108293,       -9.93712418
          0,           0,        3272,       -7.53131448,      -5.958623717,      -7.135201913,      -3.975922243,      -9.938123713
          0,           0,        3273,      -7.531601106,      -5.959224745,      -7.136369458,      -3.976734802,      -9.939122357
          0,           0,        3274,      -7.531887746,      -5.959823279,        -7.1375367,      -3.977546196,      -9.940120112
          0,           0,        3275,      -7.532174399,      -5.960419326,      -7.138703322,      -3.978356349,      -9.941116976
          0,           0,        3276,      -7.532461066,      -5.961012893,      -7.139869394,      -3.979165205,      -9.942112948
          0,           0,        3277,      -7.532747746,      -5.961603988,      -7.141034914,      -3.979972845,       -9.94310803
          0,           0,        3278,       -7.53303444,      -5.962192619,      -7.142200115,      -3.980779369,      -9.944102219
          0,           0,        3279,      -7.533321148,      -5.962778793,      -7.143364563,      -3.981584455,      -9.945095514
          0,           0,        3280,      -7.533607868,      -5.963362518,      -7.144528516,      -3.982388303,      -9.946087916
          0,           0,        3281,      -7.533894603,      -5.963943802,      -7.145691983,      -3.983191011,       -9.94707941
          0,           0,        3282,       -7.53418135,      -5.964522652,      -7.146854908,      -3.983992413,      -9.948070088
          0,           0,        3283,      -7.534468111,      -5.965099077,      -7.148017468,      -3.984792689,      -9.949059897
          0,           0,        3284,      -7.534754886,      -5.965673086,      -7.149179222,      -3.985591594,      -9.950048807
          0,           0,        3285,      -7.535041673,      -5.966244684,      -7.150340284,      -3.986389239,      -9.951036821
          0,           0,        3286,      -7.535328475,       -5.96681388,      -7.151501068,      -3.987185702,      -9.952023939
          0,           0,        3287,      -7.535615289,      -5.967380684,      -7.152661453,      -3.987980932,      -9.953010161
          0,           0,        3288,      -7.535902116,      -5.967945101,      -7.153820906,      -3.988774858,      -9.953995484
          0,           0,        3289,      -7.536188957,      -5.968507143,      -7.154980176,      -3.989567595,       -9.95497991
          0,           0,        3290,      -7.536475811,      -5.969066814,      -7.156139129,      -3.990359207,      -9.955963437
          0,           0,        3291,      -7.536762678,      -5.969624126,      -7.157296863,      -3.991149357,      -9.956946065
          0,           0,        3292,      -7.537049558,      -5.970179085,      -7.158454476,      -3.991938477,      -9.957927793
          0,           0,        3293,      -7.537336452,      -5.970731699,      -7.159611357,      -3.992726162,       -9.95890862
          0,           0,        3294,      -7.537623358,      -5.971281977,      -7.160767872,      -3.993512768,      -9.959888546
          0,           0,        3295,      -7.537910278,      -5.971829929,      -7.161923655,      -3.994297997,      -9.960867571
          0,           0,        3296,       -7.53819721,      -5.972375561,      -7.163079051,        -3.9950821,      -9.961845693
          0,           0,        3297,      -7.538484156,      -5.972918883,       -7.16423362,      -3.995864841,      -9.962822912
          0,           0,        3298,      -7.538771115,      -5.973459904,      -7.165388083,      -3.996646573,      -9.963799228
          0,           0,        3299,      -7.539058086,      -5.973998631,      -7.166541521,      -3.997426889,      -9.964774641
          0,           0,        3300,      -7.539345071,      -5.974535073,      -7.167694661,      -3.998205991,      -9.965749148
          0,           0,        3301,      -7.539632068,      -5.975069239,      -7.168847147,      -3.998983897,      -9.966722751
          0,           0,        3302,      -7.539919079,      -5.975601137,      -7.169999261,      -3.999760582,      -9.967695449
          0,           0,        3303,      -7.540206102,      -5.976130776,      -7.171150438,      -4.000535826,      -9.968667281
          0,           0,        3304,      -7.540493138,      -5.976658166,      -7.172301547,       -4.00131018,      -9.969638207
          0,           0,        3305,      -7.540780187,      -5.977183314,      -7.173451759,      -4.002083096,      -9.970608228
          0,           0,        3306,      -7.541067249,      -5.977706231,      -7.174601448,      -4.002854852,      -9.971577342
          0,           0,        3307,      -7.541354323,      -5.978226922,      -7.175750893,      -4.003625382,       -9.97254555
          0,           0,        3308,      -7.541641411,      -5.978745398,      -7.176899277,      -4.004394621,       -9.97351285
          0,           0,        3309,      -7.541928511,      -5.979261669,      -7.178047441,      -4.005162643,      -9.974479243
          0,           0,        3310,      -7.542215623,      -5.979775743,      -7.179194864,      -4.005929527,      -9.975444728
          0,           0,        3311,      -7.542502749,      -5.980287628,      -7.180341652,      -4.006695029,      -9.976409303
          0,           0,        3312,      -7.542789887,      -5.980797334,      -7.181487977,      -4.007459366,       -9.97737297
          0,           0,        3313,      -7.543077038,       -5.98130487,      -7.182633798,       -4.00822254,      -9.978335727
          0,           0,        3314,      -7.543364201,      -5.981810244,       -7.18377924,      -4.008984536,      -9.979297574
          0,           0,        3315,      -7.543651377,      -5.982313465,      -7.184923655,      -4.009745112,       -9.98025851
          0,           0,        3316,      -7.543938566,      -5.982814544,       -7.18606777,      -4.010504651,      -9.981218535
          0,           0,        3317,      -7.544225767,      -5.983313488,      -7.187211372,      -4.011262894,      -9.982177648
          0,           0,        3318,       -7.54451298,      -5.983810307,      -7.188354049,      -4.012019844,       -9.98313585
          0,           0,        3319,      -7.544800207,      -5.984305009,      -7.189496447,      -4.012775678,      -9.984093139
          0,           0,        3320,      -7.545087445,      -5.984797605,      -7.190638345,      -4.013530257,      -9.985049514
          0,           0,        3321,      -7.545374696,      -5.985288103,      -7.191779501,      -4.014283662,      -9.986004977
          0,           0,        3322,       -7.54566196,      -5.985776512,      -7.192920007,      -4.015035822,      -9.986959525
          0,           0,        3323,      -7.545949236,      -5.986262842,      -7.194060238,      -4.015786736,       -9.98791316
          0,           0,        3324,      -7.546236524,      -5.986747101,      -7.195199524,      -4.016536406,      -9.988865879
          0,           0,        3325,      -7.546523825,      -5.987229299,      -7.196338349,      -4.017284957,      -9.989817683
          0,           0,        3326,      -7.546811137,      -5.987709445,      -7.197476888,      -4.018032274,      -9.990768572
          0,           0,        3327,      -7.547098463,      -5.988187548,      -7.198614441,      -4.018778315,      -9.991718545
          0,           0,        3328,        -7.5473858,      -5.988663618,      -7.199751364,      -4.019523117,      -9.992667601
          0,           0,        3329,       -7.54767315,      -5.989137664,      -7.200888163,      -4.020266868,      -9.993615741
          0,           0,        3330,      -7.547960512,      -5.989609693,      -7.202024175,      -4.021009285,      -9.994562963
          0,           0,        3331,      -7.548247886,      -5.990079718,      -7.203159454,      -4.021750484,      -9.995509268
          0,           0,        3332,      -7.548535273,      -5.990547746,      -7.204293742,      -4.022490431,      -9.996454654
          0,           0,        3333,      -7.548822672,      -5.991013786,      -7.205428239,      -4.023229308,      -9.997399123
          0,           0,        3334,      -7.549110083,      -5.991477849,      -7.206561697,      -4.023966897,      -9.998342673
          0,           0,        3335,      -7.549397506,      -5.991939944,      -7.207694527,      -4.024703208,      -9.999285304
          0,           0,        3336,      -7.549684941,      -5.992400079,      -7.208827011,      -4.025438497,      -10.00022702
          0,           0,        3337,      -7.549972388,      -5.992858264,       -7.20995896,      -4.026172525,      -10.00116781
          0,           0,        3338,      -7.550259847,      -5.993314509,      -7.211089998,      -4.026905275,      -10.00210768
          0,           0,        3339,      -7.550547318,      -5.993768821,      -7.212220779,      -4.027636914,      -10.00304663
          0,           0,        3340,      -7.550834801,      -5.994221214,      -7.213350558,      -4.028367274,      -10.00398466
          0,           0,        3341,      -7.551122296,      -5.994671691,      -7.214479979,      -4.029096454,      -10.00492177
          0,           0,        3342,      -7.551409804,      -5.995120267,      -7.215608701,      -4.029824448,      -10.00585796
          0,           0,        3343,      -7.551697323,      -5.995566948,      -7.216737077,      -4.030551258,      -10.00679322
          0,           0,        3344,      -7.551984854,      -5.996011745,       -7.21786473,      -4.031276868,      -10.00772757
          0,           0,        3345,      -7.552272397,      -5.996454666,      -7.218991613,      -4.032001296,      -10.00866099
          0,           0,        3346,      -7.552559952,      -5.996895721,      -7.220117927,      -4.032724471,      -10.00959349
          0,           0,        3347,      -7.552847519,      -5.997334921,      -7.221243573,      -4.033446466,      -10.01052507
          0,           0,        3348,      -7.553135097,      -5.997772273,      -7.222368943,      -4.034167353,      -10.01145572
          0,           0,        3349,      -7.553422687,      -5.998207787,      -7.223493299,       -4.03488697,      -10.01238545
          0,           0,        3350,      -7.553710289,      -5.998641472,      -7.224617439,      -4.035605422,      -10.01331426
          0,           0,        3351,      -7.553997903,      -5.999073339,      -7.225740687,      -4.036322738,      -10.01424214
          0,           0,        3352,      -7.554285529,      -5.999503395,      -7.226863402,      -4.037038732,       -10.0151691
          0,           0,        3353,      -7.554573167,      -5.999931652,      -7.227985635,      -4.037753675,      -10.01609513
          0,           0,        3354,      -7.554860816,      -6.000358117,      -7.229107118,       -4.03846741,      -10.01702024
          0,           0,        3355,      -7.555148476,        -6.0007828,      -7.230227684,      -4.039179794,      -10.01794442
          0,           0,        3356,      -7.555436149,      -6.001205711,      -7.231348025,      -4.039891232,      -10.01886768
          0,           0,        3357,      -7.555723833,       -6.00162686,       -7.23246778,      -4.040601375,      -10.01979001
          0,           0,        3358,      -7.556011528,      -6.002046254,      -7.233586585,      -4.041310359,      -10.02071142
          0,           0,        3359,      -7.556299236,      -6.002463904,      -7.234705325,      -4.042018218,      -10.02163193
          0,           0,        3360,      -7.556586954,      -6.002879818,      -7.235822957,      -4.042724812,      -10.02255153
          0,           0,        3361,      -7.556874685,      -6.003294007,      -7.236939995,      -4.043430292,      -10.02347021
          0,           0,        3362,      -7.557162427,      -6.003706479,      -7.238056366,      -4.044134525,      -10.02438796
          0,           0,        3363,       -7.55745018,      -6.004117245,       -7.23917243,      -4.044837643,      -10.02530478
          0,           0,        3364,      -7.557737945,      -6.004526312,      -7.240287676,       -4.04553954,      -10.02622068
          0,           0,        3365,      -7.558025721,      -6.004933691,      -7.241402075,      -4.046240358,      -10.02713565
          0,           0,        3366,      -7.558313509,       -6.00533939,      -7.242516477,      -4.046939983,       -10.0280497
          0,           0,        3367,      -7.558601308,      -6.005743419,      -7.243629708,      -4.047638423,      -10.02896282
          0,           0,        3368,      -7.558889119,      -6.006145787,      -7.244742363,      -4.048335597,      -10.02987502
          0,           0,        3369,      -7.559176941,      -6.006546504,      -7.245854677,      -4.049031784,      -10.03078628
          0,           0,        3370,      -7.559464774,      -6.006945578,      -7.246966188,      -4.049726752,      -10.03169663
          0,           0,        3371,      -7.559752619,      -6.007343019,      -7.248076884,      -4.050420479,      -10.03260604
          0,           0,        3372,      -7.560040474,      -6.007738835,      -7.249187161,      -4.051113044,      -10.03351453
          0,           0,        3373,      -7.560328342,      -6.008133038,      -7.250296577,      -4.051804535,      -10.03442209
          0,           0,        3374,       -7.56061622,      -6.008525635,      -7.251405659,      -4.052494854,      -10.03532872
          0,           0,        3375,       -7.56090411,      -6.008916635,      -7.252514172,      -4.053183973,      -10.03623443
          0,           0,        3376,      -7.561192011,      -6.009306048,      -7.253621763,      -4.053872004,      -10.03713922
          0,           0,        3377,      -7.561479923,      -6.009693883,      -7.254728623,      -4.054558799,      -10.03804308
          0,           0,        3378,      -7.561767846,      -6.010080149,      -7.255835288,      -4.055244477,      -10.03894602
          0,           0,        3379,      -7.562055781,      -6.010464855,      -7.256941064,      -4.055929138,      -10.03984803
          0,           0,        3380,      -7.562343726,       -6.01084801,      -7.258046095,      -4.056612433,      -10.04074911
          0,           0,        3381,      -7.562631683,      -6.011229623,      -7.259150673,      -4.057294728,      -10.04164927
          0,           0,        3382,      -7.562919651,      -6.011609704,      -7.260254321,      -4.057975762,       -10.0425485
          0,           0,        3383,       -7.56320763,       -6.01198826,      -7.261357721,      -4.058655742,       -10.0434468
          0,           0,        3384,      -7.563495619,      -6.012365304,      -7.262459713,      -4.059334461,      -10.04434418
          0,           0,        3385,      -7.563783621,       -6.01274084,      -7.263562223,      -4.060012287,      -10.04524063
          0,           0,        3386,      -7.564071632,       -6.01311488,      -7.264662874,      -4.060688684,      -10.04613615
          0,           0,        3387,      -7.564359655,      -6.013487433,      -7.265764046,      -4.061364171,      -10.04703075
          0,           0,        3388,      -7.564647689,      -6.013858507,       -7.26686356,      -4.062038308,      -10.04792442
          0,           0,        3389,      -7.564935734,      -6.014228112,      -7.267962799,      -4.062711505,      -10.04881716
          0,           0,        3390,       -7.56522379,      -6.014596255,      -7.269061508,       -4.06338348,      -10.04970898
          0,           0,        3391,      -7.565511857,      -6.014962947,      -7.270159449,      -4.064054217,      -10.05059987
          0,           0,        3392,      -7.565799934,      -6.015328197,      -7.271256637,      -4.064724029,      -10.05148984
          0,           0,        3393,      -7.566088023,      -6.015692011,      -7.272353675,      -4.065392627,      -10.05237888
          0,           0,        3394,      -7.566376122,      -6.016054401,      -7.273449336,      -4.066060096,      -10.05326699
          0,           0,        3395,      -7.566664232,      -6.016415375,      -7.274544745,      -4.066726426,      -10.05415418
          0,           0,        3396,      -7.566952353,       -6.01677494,      -7.275639373,      -4.067391656,      -10.05504044
          0,           0,        3397,      -7.567240484,      -6.017133107,      -7.276733487,      -4.068055749,      -10.05592578
          0,           0,        3398,      -7.567528627,      -6.017489885,      -7.277826575,      -4.068718664,      -10.05681019
          0,           0,        3399,       -7.56781678,       -6.01784528,      -7.278919646,      -4.069380637,      -10.05769368
          0,           0,        3400,      -7.568104944,      -6.018199304,      -7.280011532,       -4.07004129,      -10.05857624
          0,           0,        3401,      -7.568393118,      -6.018551963,      -7.281102913,       -4.07070093,      -10.05945787
          0,           0,        3402,      -7.568681303,      -6.018903267,      -7.282193499,      -4.071359439,      -10.06033859
          0,           0,        3403,      -7.568969499,      -6.019253225,      -7.283283464,      -4.072016748,      -10.06121837
          0,           0,        3404,      -7.569257706,      -6.019601844,      -7.284373218,      -4.072673203,      -10.06209723
          0,           0,        3405,      -7.569545923,      -6.019949134,      -7.285461578,      -4.073328191,      -10.06297517
          0,           0,        3406,      -7.569834151,      -6.020295105,       -7.28654973,      -4.073982398,      -10.06385218
          0,           0,        3407,      -7.570122389,      -6.020639763,       -7.28763717,       -4.07463536,      -10.06472826
          0,           0,        3408,      -7.570410638,      -6.020983117,      -7.288723558,      -4.075287133,      -10.06560344
          0,           0,        3409,      -7.570698897,      -6.021325176,      -7.289809748,      -4.075937934,      -10.06647772
          0,           0,        3410,      -7.570987167,       -6.02166595,      -7.290895222,      -4.076587611,      -10.06735108
          0,           0,        3411,      -7.571275447,      -6.022005443,      -7.291979498,      -4.077236138,      -10.06822351
          0,           0,        3412,      -7.571563738,      -6.022343669,      -7.293063906,      -4.077883673,      -10.06909502
          0,           0,        3413,      -7.571852039,      -6.022680632,      -7.294146782,      -4.078529921,      -10.06996561
          0,           0,        3414,      -7.572140351,      -6.023016344,      -7.295229522,      -4.079175221,      -10.07083527
          0,           0,        3415,      -7.572428673,       -6.02335081,      -7.296311611,      -4.079819396,      -10.07170401
          0,           0,        3416,      -7.572717006,      -6.023684041,      -7.297392886,      -4.080462538,      -10.07257183
          0,           0,        3417,      -7.573005349,      -6.024016044,      -7.298473384,      -4.081104522,      -10.07343872
          0,           0,        3418,      -7.573293702,      -6.024346827,      -7.299553034,      -4.081745348,       -10.0743047
          0,           0,        3419,      -7.573582065,        -6.0246764,      -7.300632565,      -4.082385375,      -10.07516975
          0,           0,        3420,      -7.573870439,      -6.025004769,      -7.301710824,      -4.083023972,      -10.07603387
          0,           0,        3421,      -7.574158824,      -6.025331943,      -7.302788747,       -4.08366162,      -10.07689708
          0,           0,        3422,      -7.574447218,      -6.025657931,      -7.303865914,      -4.084298258,      -10.07775936
